OverallQual_train,GrLivArea_train,GarageCars_train,GarageArea_train,TotalBsmtSF_train,FrstFlrSF_train,FullBath_train,TotRmsAbvGrd_train,YearBuilt_train,YearRemodAdd_train,SalePrice_train,,OverallQual_test,GrLivArea_test,GarageCars_test,GarageArea_test,TotalBsmtSF_test,FrstFlrSF_test,FullBath_test,TotRmsAbvGrd_test,YearBuilt_test,YearRemodAdd_test,SalePrice_test
7,1836,2,484,1860,1836,2,8,2004,2005,216837,,2.602594469,13.82174675,1.194317638,10.79267292,11.89203906,11.89203906,1.194317638,2.259673787,14.19376529,14.19376529,251151
8,3279,3,841,1650,1690,3,12,2003,2003,538000,,2.055641538,13.18507845,1.194317638,9.71584164,9.405519222,11.19295154,1.194317638,2.259673787,14.19220667,14.19376529,152958
5,858,2,576,858,858,1,5,1982,1982,134900,,2.440268378,13.51950192,1.540962756,11.01517983,11.49382027,11.49382027,1.194317638,2.259673787,14.19532326,14.19532326,216015
4,1220,2,396,836,1220,1,6,1951,1951,102000,,2.259673787,13.29277921,1.194317638,9.939845155,13.29277921,13.29277921,1.194317638,2.602594469,14.16560845,14.16560845,183868
6,1117,2,672,1029,1117,1,6,1976,1976,107000,,2.259673787,12.77838192,1.194317638,10.64386973,12.77838192,12.77838192,1.194317638,2.259673787,14.16089462,14.16089462,180375
5,912,1,275,912,912,1,5,1958,1958,114500,,2.602594469,13.18094884,1.194317638,10.09995709,13.16438151,13.18094884,1.194317638,2.440268378,14.18752681,14.18752681,238526
8,1973,3,895,1935,1973,2,9,2006,2006,395000,,2.259673787,13.63584848,1.194317638,9.922772886,13.61945757,13.63584848,1.194317638,2.259673787,14.18127774,14.182841,225911
6,1204,2,412,1204,1204,2,5,1998,1998,162000,,2.602594469,13.73088256,1.194317638,10.37195263,13.99690754,13.73088256,1.194317638,2.440268378,14.19376529,14.19376529,259000
7,1614,3,865,1614,1614,2,7,2005,2006,221500,,2.602594469,14.12614042,1.540962756,11.80629205,14.12614042,14.12614042,1.194317638,2.440268378,14.19064738,14.19220667,331587
5,894,2,440,864,894,1,5,1974,1974,142500,,2.440268378,12.97675248,1.820334104,11.45254045,12.97675248,12.97675248,1.194317638,2.602594469,14.17814922,14.17971381,191712
5,2020,2,630,,2020,2,10,1977,1977,144000,,2.055641538,12.37486,0,0,12.37486,12.37486,0.730463147,2.055641538,14.19376529,14.19532326,111694
6,1004,2,504,975,1004,1,4,1977,1977,135000,,2.259673787,12.61927217,1.194317638,9.666395817,12.61927217,12.61927217,1.194317638,1.820334104,14.17814922,14.17814922,157090
7,1253,2,402,1237,1253,2,6,1995,1996,176000,,1.820334104,12.64590872,1.540962756,11.6732845,12.64590872,12.64590872,0.730463147,2.259673787,14.12614042,14.12614042,152979
6,1603,2,484,761,810,2,7,1992,1992,175900,,2.055641538,12.23614252,1.194317638,10.26712614,12.23614252,12.23614252,0.730463147,2.259673787,14.14355863,14.14355863,127550
7,1430,2,605,1413,1430,2,6,2001,2002,187100,,2.055641538,13.25252427,0.730463147,9.294080796,10.51564059,11.90711726,1.194317638,2.259673787,14.14513801,14.14513801,128889
5,1110,2,602,1097,1110,1,4,1978,1978,165500,,1.820334104,12.09140474,0.730463147,9.002329725,10.4012429,10.4012429,0.730463147,2.055641538,14.14039782,14.19220667,101262
6,1484,,,742,742,2,9,1914,2001,128000,,1.820334104,12.09140474,0.730463147,9.002329725,10.07296469,10.4012429,0.730463147,1.820334104,14.14039782,14.14039782,96408
6,1342,2,457,1372,1342,2,7,1967,1967,161500,,2.055641538,12.54803182,0.730463147,8.667200503,12.42929436,12.54803182,0.730463147,2.259673787,14.13248388,14.13248388,142924
5,1652,1,416,686,966,2,7,1915,1950,139000,,2.259673787,12.37486,0,0,10.49687228,10.49687228,1.194317638,2.259673787,14.1356515,14.19376529,111718
7,2084,2,618,956,956,2,8,2004,2004,233000,,2.055641538,11.56146049,0.730463147,8.728897992,11.56146049,11.56146049,0.730463147,1.820334104,14.15617473,14.15617473,122327
4,901,1,281,901,901,1,4,1954,2000,107900,,2.055641538,11.6570807,0.730463147,8.728897992,11.6570807,11.6570807,0.730463147,2.259673787,14.15460008,14.19064738,120651
6,2087,2,444,832,976,2,9,1966,2007,187500,,2.055641538,11.79696985,1.194317638,10.18993413,11.71822847,11.79696985,0.730463147,2.259673787,14.1577487,14.1577487,129312
7,1145,2,397,1145,1145,2,5,2005,2006,160200,,2.055641538,13.91711252,0.730463147,8.930417558,11.09371324,12.52311526,1.194317638,2.440268378,14.02312218,14.10385151,96885
6,1062,2,539,1029,1062,1,5,1976,1976,146800,,2.259673787,13.47225978,1.194317638,10.39638094,13.47225978,13.47225978,1.194317638,2.440268378,14.13723429,14.13723429,173931
7,2013,2,455,1117,1127,2,8,1996,1997,269790,,2.259673787,13.06329343,1.194317638,9.653900779,9.616086912,11.34694449,1.194317638,2.440268378,14.17814922,14.17814922,151845
8,1496,2,474,1496,1496,2,7,2007,2007,225000,,2.259673787,13.67020726,1.194317638,9.70355934,9.666395817,11.90410716,1.194317638,2.440268378,14.17345144,14.17345144,180262
7,1895,2,409,712,1086,2,7,1994,1996,194500,,2.259673787,13.70602253,1.194317638,10.01269809,11.9010943,11.97265021,1.194317638,2.440268378,14.18127774,14.182841,188896
6,1564,2,476,650,888,2,7,1980,1981,171000,,2.440268378,13.40698544,1.194317638,9.835883259,11.1130426,11.1130426,1.194317638,2.259673787,14.17658396,14.17658396,178863
6,1285,2,528,660,1285,1,7,1977,1977,143500,,2.259673787,14.62295366,1.194317638,10.17948904,11.94599915,12.00201143,1.540962756,2.440268378,14.18127774,14.18752681,208654
5,773,1,240,773,773,1,4,1953,1953,110000,,2.440268378,12.61440669,1.194317638,9.835883259,12.56783406,12.61440669,1.194317638,2.259673787,14.17031625,14.17188418,160812
9,3140,3,820,1926,1966,3,11,2008,2009,485000,,2.259673787,13.57537784,1.194317638,9.666395817,11.84024728,11.86167273,1.194317638,2.440268378,14.17188418,14.17345144,176563
5,1768,1,240,731,981,1,7,1937,1950,175000,,2.259673787,12.4676445,1.194317638,10.16900713,12.88349726,12.4676445,0.730463147,2.259673787,14.12614042,14.12614042,151949
6,1688,2,603,616,616,2,8,1997,1997,200000,,2.602594469,12.59487489,1.194317638,10.16900713,12.56289432,12.59487489,1.194317638,2.055641538,14.16403785,14.16403785,182550
4,1196,2,440,1196,1196,1,5,1916,1990,109900,,2.602594469,12.92599591,1.194317638,10.18993413,12.90593014,12.92599591,0.730463147,1.820334104,14.16717839,14.16717839,204991
7,1456,2,410,728,728,2,7,2005,2005,189000,,2.602594469,14.94484138,1.540962756,11.25618745,12.5206135,12.55794738,1.540962756,2.885846472,14.19064738,14.19064738,395729
9,2822,3,1020,1734,1734,3,12,2008,2009,582933,,2.750250297,14.67671714,1.540962756,12.42157171,15.09366308,14.67671714,1.194317638,2.602594469,14.19220667,14.19376529,505544
5,1128,1,286,936,1128,1,5,1954,1954,118000,,2.055641538,13.14773537,1.540962756,11.60137193,12.39570087,13.14773537,0.730463147,2.440268378,14.13406803,14.16717839,173024
7,1428,2,554,1417,1428,2,6,2008,2008,227680,,2.750250297,13.51950192,1.194317638,10.54357704,13.51950192,13.51950192,1.194317638,2.259673787,14.19220667,14.19220667,292505
5,980,1,384,980,980,2,6,1967,1967,135500,,2.602594469,14.53160092,1.194317638,11.23771973,14.51162986,14.53160092,0.730463147,2.440268378,14.19220667,14.19220667,384549
5,1576,2,528,1324,1072,1,6,1923,2004,223500,,2.885846472,14.24790603,1.540962756,11.23771973,13.75557208,14.24790603,1.194317638,2.602594469,14.19220667,14.19376529,437250
5,1086,2,484,1024,1086,1,6,1966,1966,159950,,2.259673787,12.84274667,1.194317638,10.16900713,12.84274667,12.84274667,1.194317638,2.055641538,14.1577487,14.1577487,148846
5,2138,2,360,849,1075,2,11,1898,1965,106000,,2.440268378,13.26061219,1.194317638,10.18993413,11.24142192,11.24142192,1.194317638,2.259673787,14.15302476,14.18752681,195167
6,1309,2,484,1040,1309,1,5,1974,1999,181000,,2.440268378,13.61580494,1.194317638,11.00322768,13.3601746,13.61580494,1.194317638,2.440268378,14.14829474,14.15932199,213759
6,848,2,420,848,848,1,4,2004,2004,144500,,2.440268378,14.07177321,1.194317638,10.17425271,11.43866129,12.3565176,1.194317638,2.750250297,14.14987209,14.14987209,194415
5,1044,2,504,540,1044,1,4,1952,1952,55993,,2.259673787,12.58997436,1.194317638,10.24673615,12.53060949,12.58997436,1.194317638,2.259673787,14.1577487,14.1577487,164329
6,1442,1,301,1442,1442,1,7,1958,1958,157900,,2.259673787,12.99641308,1.194317638,10.15848811,12.7853361,12.99641308,1.194317638,2.055641538,14.14987209,14.18127774,180110
5,1250,1,280,686,686,1,7,1918,1950,116000,,2.259673787,12.693812,1.194317638,11.96379051,13.54382236,12.693812,1.194317638,2.259673787,14.13723429,14.13723429,165714
7,1661,2,598,1649,1661,2,6,1998,1998,224900,,2.440268378,12.9326587,1.194317638,10.67510179,12.71278673,12.9326587,1.194317638,2.055641538,14.14513801,14.14513801,190403
5,1008,1,275,1008,1008,1,4,1954,1954,137000,,2.259673787,13.98537912,1.194317638,10.21071493,12.35388906,12.35388906,1.194317638,2.602594469,14.14197856,14.14197856,180318
8,1689,3,857,1568,1689,2,7,2002,2002,271000,,2.055641538,13.14356142,1.194317638,10.63488735,11.90711726,13.14356142,0.730463147,2.440268378,14.1356515,14.16717839,148219
6,1052,2,440,1010,1052,1,6,1971,1971,155000,,2.055641538,11.8738531,0.730463147,9.512743904,11.8738531,11.8738531,0.730463147,2.055641538,14.1356515,14.18596554,123772
7,1358,2,484,1358,1358,2,6,2009,2010,224000,,1.820334104,11.8738531,0.730463147,8.780688592,11.8738531,11.8738531,0.730463147,1.820334104,14.12137561,14.12137561,118764
7,1640,2,595,798,798,2,6,2003,2003,183000,,2.259673787,12.96138344,1.194317638,10.32747503,12.96138344,12.96138344,1.194317638,2.055641538,14.1844036,14.1844036,173674
4,936,2,576,936,936,1,4,1953,1953,93000,,2.259673787,12.96138344,1.194317638,10.38174777,13.10788014,12.96138344,1.194317638,2.055641538,14.17814922,14.17971381,193157
7,1733,2,433,847,847,2,7,2003,2003,225000,,2.259673787,12.37486,0.730463147,8.728897992,10.39638094,10.39638094,0.730463147,2.259673787,14.14039782,14.14039782,103598
6,1489,1,240,778,944,2,7,1940,1950,139500,,2.259673787,12.68905181,0.730463147,8.728897992,11.03894769,11.03894769,0.730463147,2.440268378,14.14039782,14.14039782,109689
8,1489,2,776,1489,1489,2,7,2006,2006,232600,,2.440268378,12.27675074,0.730463147,9.170636769,12.29285684,12.27675074,1.194317638,1.820334104,14.14829474,14.14829474,139130
10,2084,3,1220,2078,2084,2,7,2007,2008,385000,,2.055641538,12.09140474,0.730463147,9.459636543,12.09140474,12.09140474,0.730463147,2.055641538,14.12931352,14.12931352,123394
5,784,,,784,784,1,5,1924,1950,109500,,2.750250297,13.88334061,1.540962756,11.25986809,13.83896154,13.88334061,1.194317638,2.440268378,14.19220667,14.19376529,346599
7,1434,2,527,1454,1434,2,6,2001,2001,189000,,2.602594469,13.67020726,1.540962756,11.69262259,13.67020726,13.67020726,1.194317638,2.440268378,14.19220667,14.19376529,271691
5,2126,2,538,1013,1160,2,7,1967,1967,185000,,2.602594469,14.36875587,1.540962756,11.94599915,14.34788978,14.36875587,1.194317638,2.440268378,14.19376529,14.19376529,372356
7,1223,2,480,600,520,2,4,2005,2005,147400,,2.750250297,15.08875344,1.540962756,12.23614252,14.07821139,14.09265604,1.194317638,2.602594469,14.19376529,14.19376529,447725
6,1392,2,458,1392,1392,1,6,1957,1957,166000,,2.602594469,14.95630154,1.540962756,11.03104515,12.41641342,12.51810988,1.194317638,3.011340243,14.19220667,14.19376529,335919
7,1200,2,480,600,520,2,4,2005,2005,151000,,2.885846472,14.25404324,1.540962756,11.76255833,14.17345144,14.25404324,1.194317638,2.440268378,14.19064738,14.19220667,457983
7,1829,2,613,941,941,2,7,2003,2003,237000,,2.750250297,14.95884357,1.540962756,11.92811089,14.95884357,14.95884357,1.194317638,2.602594469,14.19376529,14.19376529,507150
6,1516,2,472,1516,1516,1,6,1964,1964,167000,,2.750250297,15.21203246,1.540962756,11.5547602,13.68815953,13.72024929,1.194317638,2.750250297,14.19064738,14.19220667,404116
5,1144,2,456,1144,1144,1,6,1961,1961,139950,,2.885846472,14.61043674,1.540962756,12.58261028,14.65199867,14.61043674,1.194317638,2.440268378,14.19376529,14.19376529,502294
4,1067,2,436,1067,1067,2,4,1950,1995,128000,,2.602594469,14.41307797,1.194317638,11.25250253,13.46273557,13.46273557,1.194317638,2.440268378,14.19376529,14.19532326,284219
5,1559,2,812,1559,1559,1,5,1948,1973,153500,,2.602594469,14.33591339,1.540962756,11.45945751,11.88598829,12.00493321,1.194317638,2.602594469,14.19376529,14.19376529,319240
6,987,1,264,483,483,1,5,1973,1973,100000,,2.750250297,13.85951177,1.540962756,11.65057638,13.85951177,13.85951177,1.194317638,2.440268378,14.19220667,14.19220667,328610
5,1099,1,352,1099,1099,1,6,1995,2006,144000,,2.602594469,15.44067074,1.540962756,11.87992632,13.69173924,13.71314294,1.194317638,3.011340243,14.18908743,14.18908743,378724
5,1200,1,240,768,768,1,6,1946,1995,130500,,2.602594469,14.74050574,1.540962756,11.56814685,12.91709217,12.68666923,1.194317638,2.440268378,14.18752681,14.18752681,336496
6,1482,1,400,672,810,2,7,1925,1950,140000,,2.602594469,13.88673198,1.540962756,11.41772883,11.81558767,11.81558767,1.194317638,2.602594469,14.19376529,14.19376529,298857
5,1539,2,686,650,958,2,8,1904,2002,157500,,2.440268378,13.52325435,1.540962756,11.76255833,13.52325435,13.52325435,1.194317638,2.440268378,14.19064738,14.19220667,247002
6,1165,2,490,1127,1165,1,6,1966,1966,174900,,2.602594469,13.71847402,1.194317638,10.53429343,13.71847402,13.71847402,1.194317638,2.440268378,14.19064738,14.19064738,239892
5,1800,,,1800,1800,2,10,1961,1961,141000,,2.602594469,13.90364144,1.540962756,11.7562624,12.87448312,12.87448312,1.194317638,2.440268378,14.19220667,14.19376529,241243
5,1416,3,720,876,876,1,7,1915,1950,153900,,2.259673787,12.88349726,1.194317638,10.87279674,12.88349726,12.88349726,0.730463147,2.055641538,14.19064738,14.19220667,195968
5,1701,2,611,1390,1701,2,6,1975,1981,171000,,2.259673787,12.88349726,1.194317638,10.87279674,12.88349726,12.88349726,0.730463147,2.055641538,14.19064738,14.19220667,193556
7,1775,2,425,740,1006,2,7,1993,1993,213000,,2.259673787,13.01596291,1.194317638,10.06209831,13.01596291,13.01596291,1.194317638,2.259673787,14.19064738,14.19220667,199671
5,864,1,338,864,864,1,5,1972,1972,133500,,2.602594469,13.40892252,1.194317638,10.85610039,13.40892252,13.40892252,1.194317638,2.259673787,14.19220667,14.19220667,223707
6,2358,2,360,907,1307,3,10,1908,1997,240000,,2.750250297,13.45318575,1.194317638,10.58043042,13.45318575,13.45318575,1.194317638,2.259673787,14.19064738,14.19064738,283031
6,1855,2,512,528,1094,2,7,1976,1994,187000,,2.602594469,12.9326587,1.194317638,10.51564059,12.9326587,12.9326587,1.194317638,2.259673787,14.19220667,14.19220667,207029
6,848,2,420,848,848,1,3,2003,2003,131500,,2.440268378,13.10788014,1.194317638,10.15848811,13.10788014,13.10788014,1.194317638,2.259673787,14.18752681,14.18752681,200607
8,1456,2,400,1273,1456,2,7,2003,2003,215000,,2.259673787,13.29477992,1.194317638,10.6168429,11.39665817,11.39665817,1.540962756,2.440268378,14.19376529,14.19376529,173790
7,1646,1,240,918,918,2,7,1941,1950,164000,,2.259673787,13.37389186,1.194317638,9.71584164,11.39665817,11.39665817,1.194317638,2.259673787,14.19064738,14.19220667,173871
6,1445,2,645,1127,1445,1,7,1964,1964,158000,,2.440268378,13.21794137,1.194317638,10.029257,10.77553626,10.77553626,1.194317638,2.259673787,14.19220667,14.19376529,167033
5,1779,2,454,1763,1779,1,6,1955,1974,170000,,2.259673787,13.29277921,1.194317638,9.951171657,11.2891601,11.2891601,1.194317638,2.440268378,14.19220667,14.19220667,178847
5,1040,1,260,1040,1040,1,6,1962,2010,127000,,2.259673787,13.76259526,1.540962756,9.391827135,11.13990522,11.13990522,1.194317638,2.259673787,14.19220667,14.19376529,193175
6,1026,2,576,940,1026,1,5,1978,1978,147000,,2.259673787,12.93709344,1.194317638,9.641351296,12.93709344,12.93709344,1.194317638,2.259673787,14.19064738,14.19064738,186625
6,1481,2,343,702,702,2,6,1994,1995,174000,,2.259673787,13.31074486,1.194317638,9.951171657,11.33977869,11.33977869,1.194317638,2.259673787,14.19376529,14.19376529,178142
7,1370,2,479,1090,1370,2,6,1976,1976,152000,,2.440268378,13.21385031,1.194317638,9.71584164,11.25250253,11.25250253,1.194317638,2.440268378,14.19376529,14.19376529,178904
6,2654,2,619,1054,1512,2,9,1968,1984,250000,,2.440268378,12.78301961,1.194317638,10.07296469,12.75509896,12.78301961,1.194317638,2.259673787,14.19376529,14.19376529,183016
7,1426,1,216,912,912,1,7,1918,1998,189950,,2.602594469,13.47606232,1.540962756,10.86863109,13.10998916,13.47606232,1.194317638,2.440268378,14.18752681,14.18752681,230418
5,1039,2,504,1039,1039,1,6,1965,1965,131500,,2.440268378,12.80150796,1.194317638,9.641351296,12.80150796,12.80150796,1.194317638,2.259673787,14.19376529,14.19376529,176079
6,1097,2,480,1040,1097,2,6,1984,1985,152000,,2.440268378,12.44468678,1.194317638,9.934165447,11.62442737,12.44468678,1.194317638,2.055641538,14.18908743,14.19064738,187839
5,1148,1,672,1148,1148,1,6,1959,1959,132500,,2.440268378,13.04185938,1.194317638,9.71584164,9.616086912,11.31095273,1.194317638,2.602594469,14.18908743,14.18908743,173098
7,1372,2,529,1372,1372,2,6,2007,2008,250580,,2.440268378,13.35231219,1.194317638,10.4398588,13.32267129,13.35231219,1.194317638,2.259673787,14.19220667,14.19220667,212694
5,1002,2,902,1002,1002,1,5,1970,1970,148500,,2.440268378,13.08459634,1.194317638,9.71584164,9.616086912,11.34694449,1.194317638,2.440268378,14.18752681,14.18752681,171528
8,1646,3,870,1638,1646,2,6,2006,2007,248900,,2.440268378,14.10065629,1.194317638,9.917059939,11.66357196,11.66357196,1.194317638,2.602594469,14.18752681,14.18752681,205399
4,1120,2,544,1040,1120,1,5,1961,1961,129000,,2.440268378,14.17501803,1.194317638,9.922772886,11.68618938,11.71822847,1.194317638,2.602594469,14.18596554,14.18596554,224234
5,2320,2,672,,1547,2,7,1948,1950,169000,,2.259673787,13.66300114,1.194317638,9.962454581,11.87689112,11.95194031,1.194317638,2.440268378,14.182841,14.182841,188685
7,1949,2,574,1050,1062,2,8,1993,1994,236000,,2.259673787,13.57907198,1.194317638,10.06209831,11.95490687,12.01368302,1.194317638,2.440268378,14.18127774,14.182841,179834
5,894,1,308,894,894,1,5,1962,1962,109500,,2.602594469,14.95757277,1.540962756,11.90711726,13.82002076,13.82002076,1.194317638,2.602594469,14.17814922,14.17971381,361102
6,1682,2,523,804,804,2,7,1998,1998,200500,,2.750250297,15.57514681,1.540962756,11.5278185,13.11420339,13.62857289,1.194317638,2.750250297,14.17971381,14.17971381,398283
5,910,2,414,105,910,1,5,1953,1996,116000,,2.602594469,14.9967724,1.540962756,11.36122781,13.07396117,13.1205152,1.194317638,2.750250297,14.17971381,14.18127774,321083
5,1268,1,288,832,1036,1,6,1949,1950,133000,,2.440268378,14.74050574,1.540962756,10.74097394,12.30621962,12.41641342,1.194317638,2.602594469,14.17971381,14.17971381,262876
5,1131,1,200,676,676,1,5,1941,1950,66500,,2.602594469,14.48579494,1.194317638,10.35719983,12.40866114,12.40866114,1.194317638,2.750250297,14.17031625,14.17188418,276041
8,2610,2,550,1184,1184,2,11,2007,2007,303477,,2.602594469,14.94101366,1.540962756,11.93109905,12.93487678,12.95697973,1.194317638,2.602594469,14.17658396,14.17814922,323324
4,1040,2,648,1064,1040,1,5,1963,1963,132250,,2.440268378,13.03109262,1.194317638,10.76262087,13.03109262,13.03109262,1.194317638,2.055641538,14.19376529,14.19376529,199554
9,2224,3,738,1462,1462,2,10,2004,2005,350000,,2.602594469,13.38560731,1.540962756,11.67974337,13.38560731,13.38560731,1.194317638,2.259673787,14.19376529,14.19376529,269681
5,1155,2,576,1109,1155,1,6,1961,1995,148000,,2.602594469,13.36997807,1.194317638,10.18993413,13.35034386,13.36997807,1.194317638,2.440268378,14.19220667,14.19220667,217551
5,864,1,336,864,864,1,6,1978,2005,136500,,2.885846472,14.12931352,1.540962756,12.37486,14.12931352,14.12931352,1.194317638,2.259673787,14.19376529,14.19376529,409010
5,1090,2,450,1090,1090,1,5,2005,2006,157000,,2.440268378,13.35821064,1.194317638,10.16900713,13.35821064,13.35821064,1.540962756,2.259673787,14.19376529,14.19376529,213276
7,1717,2,400,1156,1187,2,7,1990,1991,187500,,2.602594469,13.37780132,1.194317638,10.18993413,13.37780132,13.37780132,1.194317638,2.440268378,14.19064738,14.19064738,227759
6,1593,2,389,808,808,2,7,1992,1993,178000,,2.440268378,13.31472482,1.194317638,11.03894769,13.29077736,13.31472482,1.194317638,2.440268378,14.19064738,14.19220667,227936
4,2230,1,440,795,954,1,10,1912,1950,118500,,2.440268378,14.14671672,1.540962756,10.62587846,12.07429052,12.07429052,1.194317638,2.440268378,14.19220667,14.19220667,220924
5,892,1,288,892,892,1,5,1967,1967,100000,,2.602594469,13.9070139,1.540962756,11.70224851,12.88349726,12.88349726,1.194317638,2.440268378,14.19220667,14.19220667,230935
9,1709,2,506,1698,1709,2,5,1999,2000,328900,,2.602594469,12.96358319,1.194317638,10.73227229,12.96358319,12.96358319,1.194317638,2.259673787,14.19376529,14.19376529,210977
5,1712,2,588,1626,1712,2,8,1959,2005,145000,,2.440268378,12.95697973,1.194317638,10.63038623,12.95697973,12.95697973,1.194317638,2.259673787,14.19220667,14.19376529,196385
5,1393,1,300,816,872,1,8,1955,1955,135500,,2.602594469,13.84239469,1.194317638,10.69721682,11.81868033,11.81868033,1.194317638,2.602594469,14.19376529,14.19376529,241073
8,2217,2,621,2217,2217,2,8,1970,1970,268000,,2.055641538,13.47416156,1.194317638,10.56666269,11.24142192,11.24142192,1.540962756,2.602594469,14.19376529,14.19376529,177611
6,1505,2,505,1505,1505,1,6,1953,1953,149500,,2.602594469,13.99032433,1.540962756,11.76884209,11.9961601,11.9961601,1.194317638,2.602594469,14.19376529,14.19376529,306462
5,924,2,576,672,672,1,6,1949,2006,122900,,2.602594469,13.46654831,1.194317638,10.71479463,13.44744351,13.46654831,1.194317638,2.259673787,14.19376529,14.19376529,263304
6,1683,2,440,918,918,2,7,1978,1978,172500,,2.602594469,13.65397308,1.540962756,10.98320505,13.65397308,13.65397308,1.194317638,2.055641538,14.19220667,14.19220667,258857
6,1068,1,264,1059,1068,1,6,1963,2003,154500,,2.259673787,14.81776755,1.540962756,11.31095273,12.54306314,12.54306314,1.194317638,2.750250297,14.18908743,14.18908743,254678
5,1383,1,354,1383,1383,1,6,1954,1954,165000,,2.259673787,12.39570087,0,0,12.39570087,12.39570087,0.730463147,2.259673787,14.19220667,14.19376529,136807
5,1535,2,400,,1535,2,8,1979,1979,118858,,2.440268378,12.50556396,0,0,12.50556396,12.50556396,0.730463147,2.055641538,14.19220667,14.19220667,142069
6,1796,2,483,780,983,1,8,1963,1963,140000,,2.055641538,12.38008234,1.194317638,10.63488735,12.38008234,12.38008234,0.730463147,2.259673787,14.18752681,14.18908743,155074
4,951,1,327,951,951,1,6,1936,1950,106500,,2.440268378,13.27472145,1.194317638,10.58957442,13.22406904,13.27472145,1.194317638,2.440268378,14.19220667,14.19220667,188312
5,2240,2,528,,1120,2,12,1979,1979,142953,,2.259673787,13.89012019,1.194317638,10.23135174,11.71822847,11.89203906,1.194317638,2.440268378,14.17188418,14.17814922,198612
9,2364,3,820,2330,2364,2,11,2009,2010,611657,,2.259673787,12.80150796,0.730463147,8.889639857,10.86863109,10.86863109,0.730463147,2.055641538,14.15144877,14.15144877,130488
5,1236,1,288,912,1236,1,6,1961,1994,135000,,2.055641538,11.81249208,0.730463147,9.08775673,11.81249208,11.81249208,0.730463147,2.055641538,14.14671672,14.14671672,115998
4,858,1,684,858,858,1,4,1971,1971,110000,,2.055641538,12.23614252,1.194317638,11.09371324,12.23614252,12.23614252,0.730463147,2.055641538,14.13248388,14.13248388,144363
5,1306,1,756,992,1306,1,5,1957,2000,153000,,2.440268378,14.89607052,1.194317638,10.58043042,12.70093987,12.81301286,1.194317638,2.440268378,14.16717839,14.16717839,271252
7,1509,2,393,783,807,2,8,2003,2003,180000,,2.055641538,12.22796125,1.194317638,9.899853861,12.22796125,12.22796125,0.730463147,2.055641538,14.14197856,14.14197856,138575
7,1670,3,690,1670,1670,2,7,2006,2006,240000,,2.259673787,12.27675074,1.194317638,10.47798696,12.24701976,12.27675074,0.730463147,2.055641538,14.14039782,14.19220667,156449
5,902,1,288,876,902,1,6,1967,1967,125500,,2.602594469,13.05044885,1.194317638,10.46849991,13.05044885,13.05044885,1.194317638,2.259673787,14.18908743,14.18908743,215214
5,1063,1,280,1056,1063,1,6,1954,1954,128000,,2.602594469,12.52561518,1.194317638,10.18993413,12.50053254,12.52561518,1.194317638,2.055641538,14.19220667,14.19376529,187774
8,1636,3,865,1623,1636,2,8,2006,2006,255000,,2.602594469,13.43016082,1.194317638,10.14793168,13.32465511,13.43016082,1.194317638,2.055641538,14.19220667,14.19376529,221759
7,2057,1,180,1017,1020,1,6,1936,1987,250000,,2.440268378,12.99423406,1.194317638,10.09457829,12.99423406,12.99423406,1.194317638,2.055641538,14.19220667,14.19376529,212411
5,902,2,484,864,902,1,5,1983,1983,131000,,2.602594469,13.40116783,1.194317638,10.41094335,13.40116783,13.40116783,1.194317638,2.055641538,14.19220667,14.19376529,213672
6,1484,2,390,742,742,2,8,2005,2005,174000,,2.259673787,13.30476648,1.194317638,9.951171657,11.31095273,11.35766299,1.194317638,2.259673787,14.18127774,14.18127774,169910
5,2274,2,480,1105,1105,2,12,1960,1960,154300,,2.259673787,13.44552736,1.194317638,9.951171657,11.35409417,11.40017963,1.194317638,1.820334104,14.182841,14.182841,170523
5,1268,1,252,1268,1268,1,5,1977,1989,143500,,2.440268378,13.00728769,1.194317638,10.84771829,12.96578155,13.00728769,1.194317638,2.055641538,14.18127774,14.182841,195087
5,1015,1,450,768,1015,1,6,1925,1950,88000,,2.602594469,14.25710802,1.194317638,10.52498134,12.27405883,12.32218488,1.194317638,2.602594469,14.18752681,14.18908743,279476
5,2002,3,871,1001,1001,2,8,1949,1950,145000,,2.602594469,14.7094248,1.194317638,12.40866114,12.693812,12.693812,1.194317638,2.602594469,14.17971381,14.17971381,316645
6,1224,2,528,612,612,2,4,2009,2009,173733,,2.602594469,13.29077736,1.194317638,10.15848811,13.29077736,13.29077736,0.730463147,2.055641538,14.17345144,14.17501803,247598
4,1092,1,286,546,546,1,6,1970,1970,75000,,2.440268378,14.7094248,1.194317638,10.49687228,14.18596554,14.7094248,1.194317638,2.602594469,14.15144877,14.15144877,284483
2,480,1,308,480,480,,4,1949,1950,35311,,2.602594469,14.88831243,1.194317638,11.05469305,14.84142844,14.88831243,1.194317638,2.440268378,14.15302476,14.15302476,348028
4,1229,1,284,1134,1229,1,6,1956,1956,135000,,2.259673787,12.52811325,1.194317638,9.788460719,11.86776859,12.52811325,0.730463147,2.440268378,14.13248388,14.13248388,145695
7,2127,3,833,1104,912,2,8,1991,1991,238000,,2.259673787,14.77533554,1.194317638,10.60778048,12.14782183,13.10365826,1.194317638,2.602594469,14.1356515,14.1356515,197300
6,1414,2,601,1184,1414,1,6,1958,2002,176500,,2.259673787,12.3486258,1.194317638,10.16900713,12.04845197,12.3486258,0.730463147,2.259673787,14.13406803,14.13406803,151334
